YT動画名,曲名,アーティスト,YT投稿日,YT再生数,Spotify URL
君をのせて 天空の城ラピュタ 井上あずみ,君をのせて,Azumi Inoue,2017-08-16,32440221,https://open.spotify.com/track/5VVkCfHAa2ayYRBGbRyRD1
Mr. Big - To Be With You 4K Video,To Be With You,Mr. Big,2017-08-10,125766265,https://open.spotify.com/track/5HHoKd8jgULM6BIBBsltiJ
DAOKO × 米津玄師『打上花火』MUSIC VIDEO,打上花火,Kenshi Yonezu,2017-08-09,646974973,https://open.spotify.com/track/6y9aL2ilkD6UkOq2QJeNyi
命に嫌われている。/初音ミク,命に嫌われている。,majiko,2017-08-06,27705304,https://open.spotify.com/track/2lXu7SNGIKHJ8EV2EetYFa
＜映画「亜人」主題歌＞THE ORAL CIGARETTES「BLACK MEMORY」Music Video -4th AL「Kisses and Kills」6/13 Release-,BLACK MEMORY,THE ORAL CIGARETTES,2017-08-04,22404853,https://open.spotify.com/track/7qyOH3EMf0seof9SaowaAc
365日の紙飛行機 / 山本彩,365日の紙飛行機/山本彩,NMB48,2017-08-03,53118503,https://open.spotify.com/track/5xmeakDUCBhBboSnoOc9J4
＜TVアニメ「恋と嘘」OPテーマ＞フレデリック「かなしいうれしい」Music Video  -2nd Full Album「フレデリズム2」2019/2/20 Release-,恋と嘘,AKAIKO-EN,2017-08-01,32324599,https://open.spotify.com/track/6dM37eU2T3Z28kW2XpztFy
星野源 – Family Song (Official Video),family,SEKAI NO OWARI,2017-08-01,38583825,https://open.spotify.com/track/5MSi0XXAwILX2Y38zLEdw4
"ハチ - 砂の惑星 feat.初音ミク , HACHI - DUNE ft.Miku Hatsune",砂の惑星,Kenshi Yonezu,2017-07-21,88033842,https://open.spotify.com/track/2RBQ84niVRC6bBdhe7lc9F
プラネタリウム,プラネタリウム,Ai Otsuka,2017-07-21,14261636,https://open.spotify.com/track/3zfyzbHuqcT2AAffAyLm02
ZAQ / カーストルーム -Music video full size-,カーストルーム,ZAQ,2017-07-19,10478469,https://open.spotify.com/track/6p0f3TyHZHU5f6TJ7J0i4U
テオ / 初音ミク,テオ,Leo Need,2017-07-08,17326323,https://open.spotify.com/track/579x3N3nGDTEwpSmvwix0F
SEKAI NO OWARI 「RAIN」 Short Version PV  主題歌映画「メアリと魔女の花」,RAIN,SEKAI NO OWARI,2017-07-01,16594251,https://open.spotify.com/track/33U6QCU9ryrJczCIzh5NyG
FLOW 『GO!!! ～15th Anniversary ver.～』(Music Video Full Ver. コメント入り),GO!!,FLOW,2017-06-28,11086620,https://open.spotify.com/track/3yyd58Y1SSXNrgiKXzpYVo
ヨルシカ - 言って。(Music Video),言って。,ヨルシカ,2017-06-28,169846347,https://open.spotify.com/track/6z1TvLTR0oOsWSJfDrERmj
Shawn Mendes - There's Nothing Holdin' Me Back (Official Music Video),There's Nothing Holdin' Me Back,Shawn Mendes,2017-06-21,1315732392,https://open.spotify.com/track/7JJmb5XwzOO8jgpou264Ml
GENERATIONS from EXILE TRIBE / 「空」Music Video ～歌詞有り～,空,GENERATIONS from EXILE TRIBE,2017-06-08,28420274,https://open.spotify.com/track/3V1cA16e4yCbebAITF5sRb
宇多田ヒカル - 花束を君に,花束を君に,Hikaru Utada,2017-05-31,41578064,https://open.spotify.com/track/31yv1hR9gw1WSEmtqsaZbD
西島隆弘 & 宇野実彩子 / 「Beauty and the Beast」を歌ってみた,Beauty and the Beast,Hiromi Iwasaki,2017-04-24,24219363,https://open.spotify.com/track/2UyEYZc79pLoSQIdNIuAHJ
ヨルシカ - 靴の花火 (Music Video),靴の花火,ヨルシカ,2017-04-21,45954294,https://open.spotify.com/track/5mOOwyOGev9frlXm5NDEQy
【初音ミク】 ウミユリ海底譚 【オリジナル曲】,ウミユリ海底譚,ばんけん,2017-04-21,29960332,https://open.spotify.com/track/0doneeu1qwykxygi6qpORV
あいみょん - 愛を伝えたいだとか 【OFFICIAL MUSIC VIDEO】,愛を伝えたいだとか,Aimyon,2017-04-20,120038405,https://open.spotify.com/track/0N8Xztr4pBHJ7V0moJWhbO
reGretGirl 「ホワイトアウト」 Official Music Video,ホワイトアウト,reGretGirl,2017-04-07,41279811,https://open.spotify.com/track/6ueqIFxAqxPnFdZXKNPSrr
WINNER - 'REALLY REALLY' M/V,REALLY REALLY - KR ver.,WINNER,2017-04-04,209349232,https://open.spotify.com/track/4Ve8XzRxQcAMyFWgqITHFk
Give Me Everything,Give Me Everything (feat. Nayer),Pitbull,2017-02-19,181370148,https://open.spotify.com/track/4QNpBfC0zvjKqPJcyqBy9W
ポルカドットスティングレイ「エレクトリック・パブリック」MV,ポルカドット・スティングレイ,POLKADOT STINGRAY,2017-02-19,13116327,https://open.spotify.com/track/28W3YexNJFtK4FEWAcZoht
Don't Let Me Down,Don't Let Me Down,The Chainsmokers,2017-02-18,377973896,https://open.spotify.com/track/1i1fxkWeaMmKEB4T7zqbzK
I Wanna Dance with Somebody (Who Loves Me),I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,2017-02-18,169844172,https://open.spotify.com/track/2tUBqZG2AbRi7Q0BIrVrEj
幼女戦記 OP 「JINGO JUNGLE」 MYTH & ROID (日本語/ローマ字字幕付き),JINGO JUNGLE,MYTH & ROID,2017-02-15,16768065,https://open.spotify.com/track/2RXZD8QJTDbkB7kW3mX9lx
SHISHAMO「明日も」,明日も,SHISHAMO,2017-02-12,75864281,https://open.spotify.com/track/2GICOigS4ByugDisRegs3M
Wannabe,Wannabe,Spice Girls,2017-02-11,119477852,https://open.spotify.com/track/1Je1IMUlBXcx1Fz0WE7oPT
Crazy In Love,Crazy In Love (feat. JAY-Z),Beyoncé,2017-01-28,103850482,https://open.spotify.com/track/0TwBtDAWpkpM3srywFVOV5
Mirrors,Mirrors,Justin Timberlake,2017-01-27,140245054,https://open.spotify.com/track/4rHZZAmHpZrA3iH5zx8frV
SexyBack,SexyBack (feat. Timbaland),Justin Timberlake,2017-01-25,69514971,https://open.spotify.com/track/0O45fw2L5vsWpdsOdXwNAR
Billie Jean,Billie Jean,Michael Jackson,2017-01-18,297426877,https://open.spotify.com/track/7J1uxwnxfQLu4APicE5Rnj
Beat It,Beat It,Michael Jackson,2017-01-18,170984119,https://open.spotify.com/track/3BovdzfaX4jb5KFQwoPfAw
DECO*27 - 妄想感傷代償連盟 feat. 初音ミク,妄想感傷代償連盟,DECO*27,2016-11-18,60582717,https://open.spotify.com/track/1fEooTowVu4xNFGoXKxWvR
欅坂46 『二人セゾン』,二人セゾン,Keyakizaka46,2016-11-17,73959896,https://open.spotify.com/track/44fGPzKNrVI7TO4rPI331S
【女性が歌う】小さな恋のうた/MONGOL800(Full Covered by コバソロ & 杏沙子)歌詞付き,小さな恋のうた,WANIMA,2016-10-31,32033034,https://open.spotify.com/track/5hVvF58sY57yb7O7G3g1yM
スパークル [original ver.] -Your name. Music Video edition- 予告編 from new album「人間開花」初回盤DVD,スパークル,RADWIMPS,2016-10-27,214002682,https://open.spotify.com/track/1HdqMIGjLm8wkL4vWDcFPm
シャルル／flower,シャルル,flower,2016-10-12,53390117,https://open.spotify.com/track/54ezuGQj5s0ot4J7ktWb2h
星野源 – 恋 (Official Video),恋,Gen Hoshino,2016-09-20,262569448,https://open.spotify.com/track/5Hu29JT4xtbRUBTZeOAjxW
RADWIMPS - 前前前世 (movie ver.) [Official Music Video],前前前世,RADWIMPS,2016-08-19,328113859,https://open.spotify.com/track/23eTkfMmq1LvqiDzeNHdVe
In the Name of Love,In the Name of Love,Martin Garrix,2016-07-28,227355915,https://open.spotify.com/track/23L5CiUhw2jV1OIMwthR3S
【女性が歌う】キセキ/GReeeeN『青空エール』主題歌 -whiteeeen(Covered by コバソロ & Lefty Hand Cream)歌詞付き,キセキ,GReeeeN,2016-07-27,40181393,https://open.spotify.com/track/2bzdhN6Y5AP1zRRf12QwJq
Anamanaguchi - Miku ft. Hatsune Miku (Lyric Video),Miku,Anamanaguchi,2016-05-27,62982274,https://open.spotify.com/track/7aux5UvnlBDYlrlwoczifW
Flower 『やさしさで溢れるように』 【映画『植物図鑑　運命の恋、ひろいました』主題歌ver.】,やさしさで溢れるように,Flower,2016-05-24,62760747,https://open.spotify.com/track/3PRPAqa2iOdeOneRClYJmS
Ariana Grande - Into You (Official Video),Into You,Ariana Grande,2016-05-24,1093116552,https://open.spotify.com/track/76FZM38RC8XaAjJ77CVTNe
globe / 「DEPARTURES」（主演：三吉彩花）,DEPARTURES,globe,2016-05-02,15247143,https://open.spotify.com/track/3dkdwtAybPPsOZyXQdT42S
Post Malone - Go Flex (Official Music Video),Go Flex,Post Malone,2016-04-29,451055322,https://open.spotify.com/track/0FgwSzr8svPx2iu4RdKJxe
Official髭男dism - コーヒーとシロップ［Official Video］,コーヒーとシロップ,OFFICIAL HIGE DANDISM,2016-04-28,22133214,https://open.spotify.com/track/6l1P9avGqv8oHBjwxp2ABq
"TWICE ""CHEER UP"" M/V",CHEER UP,TWICE,2016-04-24,570010138,https://open.spotify.com/track/6ShgT71C0JcZcy7RqAcdAf
LA VACA LOLA | Canciones infantiles,La Vaca Lola,Toy Cantando,2016-04-13,2511283627,https://open.spotify.com/track/6owBQdNjHeBM55lsJcRKsB
ケツメイシ「友よ 〜 この先もずっと…」,友よ 〜 この先もずっと・・・,Ketsumeishi,2016-04-05,132641857,https://open.spotify.com/track/3A0VFRUxhqpJeOxo0rklqC
sumika / Lovers【Music Video】,Lovers,sumika,2016-02-24,83434040,https://open.spotify.com/track/6IEqiEgTQn4FwE0seKXFZO
宇多田ヒカル - First Love,First Love,Hikaru Utada,2016-01-27,111949925,https://open.spotify.com/track/39HrUxcvKF3jtLz7fUDWXc
DECO*27 - ゴーストルール feat. 初音ミク,ゴーストルール,Mafumafu,2016-01-08,50144649,https://open.spotify.com/track/34tutIMmvh4OzmexAh75zF
E-girls / DANCE WITH ME NOW!,DANCE WITH ME NOW!,E-girls,2015-12-31,29182811,https://open.spotify.com/track/4LHwPHS2smReI4x1WRGnpJ
Körperteil Blues (Offizielles Tanzvideo) - Lichterkinder | Kinderlieder | Bewegungslieder,Körperteil Blues,Schnabi Schnabel,2015-12-06,100902077,https://open.spotify.com/track/0OMlqSbjisua81N5C3UJh1
No.1/西野カナ『掟上今日子の備忘録』主題歌（Full Cover by Kobasolo & Lefty Hand Cream）,No.1,西野カナ,2015-11-17,59618089,https://open.spotify.com/track/5NjyfwnaayMQRN5s40lYzx
＜ノラガミARAGOTO＞OPテーマ  THE ORAL CIGARETTES「狂乱 Hey Kids!!」MusicVideo,狂乱 Hey Kids!!,THE ORAL CIGARETTES,2015-10-14,186585087,https://open.spotify.com/track/0ax0UBVE6S1Qh6ReyJbyXk
感覚ピエロ『拝啓、いつかの君へ』 OFFICIAL MUSIC VIDEO（ドラマ「ゆとりですがなにか」主題歌）,拝啓、いつかの君へ,感覚ピエロ,2015-10-09,16350793,https://open.spotify.com/track/4enf9AFG9VkUN6iKphiQQL
TAEYEON 태연 'I (feat. Verbal Jint)' MV,I,TAEYEON,2015-10-07,267461859,https://open.spotify.com/track/5ZkITfPpcNPnyYGTibkO6m
コレサワ「あたしを彼女にしたいなら」【Music Video】,あたしを彼女にしたいなら,Koresawa,2015-10-02,27021251,https://open.spotify.com/track/17rid8FA0jmdYicyGbaXZr
サカナクション / 新宝島　-Music Video-,新宝島,sakanaction,2015-09-26,226129336,https://open.spotify.com/track/6ODZT1FGTE2q4two05giS1
Justin Bieber - What Do You Mean? (Lyric Video),What Do You Mean?,Justin Bieber,2015-08-28,239355338,https://open.spotify.com/track/4B0JvthVoAAuygILe3n4Bs
君の知らない物語 - supercell,君の知らない物語,supercell,2015-08-12,45209210,https://open.spotify.com/track/434YBNY61Y9sqBSp7OINBa
Hips Don't Lie,Hips Don't Lie (feat. Wyclef Jean),Shakira,2015-08-12,149922762,https://open.spotify.com/track/3ZFTkvIE7kyPt6Nu3PEa7V
三代目 J SOUL BROTHERS from EXILE TRIBE / Unfair World,Unfair World,J SOUL BROTHERS III,2015-08-05,20213473,https://open.spotify.com/track/5WDmOswSLvyuWF2XBGRmgj
"GOT7 ""Just right(딱 좋아)"" M/V",Just right -Japanese ver.-,GOT7,2015-07-12,438360648,https://open.spotify.com/track/2qlBUXfSZiqK9I5JVpTaJV
Mrs. GREEN APPLE - StaRt,StaRt,Mrs. GREEN APPLE,2015-07-07,73285628,https://open.spotify.com/track/0ubEkvxVE1Sh4QTBN6b92a
"LADYBABY ""ニッポン饅頭 / Nippon manju ""Music Clip",ニッポン饅頭,LADYBABY,2015-07-04,38926881,https://open.spotify.com/track/4fUGBSUD4lYiJNwhBWYWcl
Nicki Minaj - The Night Is Still Young,The Night Is Still Young,Nicki Minaj,2015-05-26,212707845,https://open.spotify.com/track/75u9uswC5UMdtv4SQ3xSYf
Superfly『Beautiful』Music Video,Beautiful,Superfly,2015-05-12,50193429,https://open.spotify.com/track/2ruHYPN3a77Ra8WvvPyfwb
【和訳】Wiz Khalifa - See You Again (feat. Charlie Puth)（映画『ワイルド・スピード SKY MISSION』より）【公式】,See You Again,Wiz Khalifa,2015-05-01,21621778,https://open.spotify.com/track/3n64tduPq62g9ZiCbzuiqp
ゲスの極み乙女「私以外私じゃないの」,私以外私じゃないの,Gesu No Kiwami Otome,2015-04-08,107336070,https://open.spotify.com/track/3iKJWOQJtENE3kFWMXh8JM
Kikuo - 愛して愛して愛して,愛して愛して愛して,Ado,2015-03-06,102964995,https://open.spotify.com/track/0y51oilkHg6ZrtCqSoxb1W
宇多田ヒカル - Flavor Of Life -Ballad Version-,Flavor Of Life - Ballad Version,Hikaru Utada,2015-02-06,47675286,https://open.spotify.com/track/4NnxwvoD3dboEG0MdYBEbB
amazarashi 『季節は次々死んでいく』 ”Seasons die one after another” “東京喰種トーキョーグール√A”ED,季節は次々死んでいく -東京喰種トーキョーグール√A　Edit-,amazarashi,2015-02-03,58384497,https://open.spotify.com/track/1ygorRtyJV22MKuaGUIkx8
Orangestar - アスノヨゾラ哨戒班 (feat. IA) Official Video,アスノヨゾラ哨戒班 (feat. IA),Orangestar,2015-01-12,61335662,https://open.spotify.com/track/5AWhUZV9VGPn1KnHcQabLH
厨病激発ボーイ - れるりりfeat.鏡音レン / Outburst Dreamer Boys - rerulili feat.KagamineRen,厨病激発ボーイ,rerulili,2015-01-02,11007214,https://open.spotify.com/track/6Lxu9Er4UWqLrYxqQSLJET
Sweet Dreams (Are Made of This),Sweet Dreams (Are Made of This) - 2005 Remaster,Eurythmics,2014-12-08,174658105,https://open.spotify.com/track/1TfqLAPs4K3s2rJMoCokcS
AI - Story,Story,AI,2014-12-03,62099753,https://open.spotify.com/track/0V2axJ946WH1vt9t5SGMLV
「ＭＶ」　千本桜　WhiteFlame feat 初音ミク,千本桜,KuroUsa(WhiteFlame),2014-12-02,67786757,https://open.spotify.com/track/38mUTswfszVFQ952r89AP8
天ノ弱／164 feat.GUMI（公式),天ノ弱,Wolpis Carter,2014-11-11,54190574,https://open.spotify.com/track/7uugF5OuE9ODIrxY2CXbl3
Taylor Swift - Blank Space,Blank Space,Taylor Swift,2014-11-10,3574951178,https://open.spotify.com/track/1kHEuJRasudLhjvnbfc4yS
Chicago,Chicago,Michael Jackson,2014-11-09,55356159,https://open.spotify.com/track/5BKKy9fIJL5uM9fz1SnqyP
榮倉奈々出演、山下達郎「クリスマス・イブ」特別映画版PV,クリスマス・イブ,Tatsuro Yamashita,2014-10-07,18651872,https://open.spotify.com/track/6Tt2iUfGonmGZQLJjUsDph
My Hair is Bad - ドラマみたいだ Music Video,ドラマ,DeNeel,2014-09-17,17310891,https://open.spotify.com/track/52ZGgro7HNgZA6W0iC2myW
"フレデリック「オドループ」Music Video | Frederic ""oddloop""",オドループ,frederic,2014-08-27,164169046,https://open.spotify.com/track/70deSMfvYqELhxcTnOlvuW
DOES　『「修羅」（テレビ東京系アニメ「銀魂」エンディングテーマ）』,修羅,DOES,2014-08-06,14848464,https://open.spotify.com/track/3PWBXkJsHYC6sCgz6Ua5Px
Sam Smith - I'm Not The Only One (Official Music Video),I'm Not The Only One,Sam Smith,2014-08-01,1751510065,https://open.spotify.com/track/7uefNWIWZwmNUYZktNSV8s
"Ronda De Las Vocales, Canticuentos, Canción Infantil - MundoCanticuentos",Ronda De Las Vocales,Canticuentos,2014-06-30,492208310,https://open.spotify.com/track/5GMEzCJrMH0oe94ttj1jxv
【初音ミク】 恋愛裁判 Love Trial 【オリジナルMV】,恋愛裁判,Rib,2014-06-10,59990416,https://open.spotify.com/track/47SM3eFKOSu1uJlQg1jWGU
AAA / 「Wake up!」Music Video,Wake up!,AAA,2014-06-06,65400030,https://open.spotify.com/track/0bxHcWpCGSwwC2FpbOoxjq
Ariana Grande - Problem ft. Iggy Azalea,Problem,Ariana Grande,2014-05-30,1433239271,https://open.spotify.com/track/4jwPNgd0ux1wE4TgETVIT3
【ニコニコラボ】Blessing【SINGERS ver.A】,Blessing,すとぷり,2014-04-15,28096406,https://open.spotify.com/track/2jwv3I5l0WZfsbgCaWhVOd
[MV] BTS(방탄소년단) _ Just One Day(하루만),Just One Day,BTS,2014-04-06,240581210,https://open.spotify.com/track/6t7WriKgVszATnrdBKSUAf
キング・クリームソーダ / ゲラゲラポーのうた,ゲラゲラポーのうた,King Cream Soda,2014-04-03,14076555,https://open.spotify.com/track/0SFR8k17PApuAyeW0AQgGu
BABYMETAL - ギミチョコ！！- Gimme chocolate!! (OFFICIAL),ギミチョコ！！,BABYMETAL,2014-02-26,201182838,https://open.spotify.com/track/6phW442kV1QOslVbdOQ3aT
Katy Perry - Dark Horse ft. Juicy J,Dark Horse,Katy Perry,2014-02-20,3893192937,https://open.spotify.com/track/4jbmgIyjGoXjY01XxatOx6
神のまにまに - れるりりfeat.ミク&リン&GUMI / At God's Mercy - rerulili feat.Vocaloids,神のまにまに,Eruno,2014-02-07,51067277,https://open.spotify.com/track/7csh6i49QNSq5GbxaWBvTI
和楽器バンド / 千本桜,千本桜,WagakkiBand,2014-01-31,169059532,https://open.spotify.com/track/21J7iTRQDBVfq6wM3ZHGhV
C&K - みかんハート,みかんハート,C&K,2013-10-30,70674203,https://open.spotify.com/track/1H9jJvALjdKH3C3Ol0w765
Do You Like Broccoli Ice Cream? | Food Song for Kids! | Super Simple Songs,Do You Like Broccoli Ice Cream?,Super Simple Songs,2013-10-09,947070401,https://open.spotify.com/track/3I5wtrOSSZZ89n2iOLMHZI
三代目 J SOUL BROTHERS from EXILE TRIBE / 冬物語,冬物語,J SOUL BROTHERS III,2013-10-08,34008377,https://open.spotify.com/track/1fmzOJCmfS7aXiZfE21lr6
ハチ  MV「パンダヒーロー」HACHI / Panda Hero,パンダヒーロー,Kenshi Yonezu,2013-10-01,31111313,https://open.spotify.com/track/0vENG11oPsLk9PCCH28M7S
ハチ  MV「マトリョシカ」HACHI / MATORYOSHKA,マトリョシカ,Kenshi Yonezu,2013-10-01,72438325,https://open.spotify.com/track/74A5fPLR86U9XWYostkXwS
CantaJuego - El Baile del Gorila,El Baile del Gorila,CantaJuego,2013-09-18,1305723268,https://open.spotify.com/track/2KophQ9JDxME5EjPfalmdW
脳漿炸裂ガール - れるりりfeat.初音ミク&GUMI / Brain Fluid Explosion Girl - rerulili feat.miku&gumi,脳漿炸裂ガール,れるりり,2013-09-13,74268604,https://open.spotify.com/track/0ASw64KfzSUtChQDfzC906
Katy Perry - Roar,Roar,Katy Perry,2013-09-05,4094240466,https://open.spotify.com/track/27tNWlhdAryQY04Gb2ZhUI
Kikuo - しかばねの踊り,しかばねの踊り,Kikuo,2013-08-31,22598845,https://open.spotify.com/track/6a0G8hYEyxqvEkebVLU5VK
Lady Gaga - Applause,Applause,Lady Gaga,2013-08-19,449257528,https://open.spotify.com/track/1EntfuxWPYjI8ONzkfNb0W
AAA / 「恋音と雨空」Music Video,恋音と雨空,Sakurashimeji,2013-08-07,120317778,https://open.spotify.com/track/009feM6QO09RrjOTWRfVYR
[Official Music Video] Perfume「ワンルーム・ディスコ」,ワンルーム･ディスコ,Perfume,2013-06-18,16674217,https://open.spotify.com/track/13dvtP5TlA7lSgrPv7XPBy
Taylor Swift - Everything Has Changed ft. Ed Sheeran,Everything,7SEEDS,2013-06-06,417849601,https://open.spotify.com/track/1UlwVFnl6JaQBL0tujTFJ8
Imagine Dragons - Demons (Official Music Video),Demons,Imagine Dragons,2013-05-07,1186871955,https://open.spotify.com/track/5qaEfEh1AtSdrdrByCP7qR
SEKAI NO OWARI「RPG」,RPG,SEKAI NO OWARI,2013-04-22,250115216,https://open.spotify.com/track/7facNrW6VRW8s3ICZ8G1uW
KANA-BOON 『ないものねだり』Music Video,ないものねだり,友成空,2013-04-13,126522111,https://open.spotify.com/track/6BbYjQHlmvmHUnW9fCN35t
Taylor Swift - 22,22,Taylor Swift,2013-03-13,694260565,https://open.spotify.com/track/6ce41JVa6KFaryfmC2bu2W
"きゃりーぱみゅぱみゅ - にんじゃりばんばん,Kyary Pamyu Pamyu - Ninja Re Bang Bang",にんじゃりばんばん,Kyary Pamyu Pamyu,2013-03-11,78909065,https://open.spotify.com/track/3zrmJWuIWUmrhhSAZnlOYF
MAN WITH A MISSION「Emotions」【映画「変態仮面」主題歌】,Emotions,MAN WITH A MISSION,2013-01-25,33025316,https://open.spotify.com/track/0IGFPQy1tVBEOh5hUeK8RH
【HD】 六兆年と一夜物語 【IAオリジナル曲・PV付】- KEMU VOXX,六兆年と一夜物語,SorAZ,2013-01-07,54139384,https://open.spotify.com/track/1bJiVCAnCPO2NrwzjJ237y
Justin Bieber - Beauty And A Beat (Official Music Video) ft. Nicki Minaj,Beauty And A Beat,Justin Bieber,2012-10-12,1149087349,https://open.spotify.com/track/6QFCMUUq1T2Vf5sFUXcuQ7
「六兆年と一夜物語」を弾いてみた【ピアノ】,六兆年と一夜物語,Marasy,2012-09-22,14577282,https://open.spotify.com/track/2KJZzwhZKW4PN1oZNLpRg5
"きゃりーぱみゅぱみゅ - ファッションモンスター,Kyary Pamyu Pamyu Fashion Monster",ファッションモンスター,Kyary Pamyu Pamyu,2012-09-20,45054819,https://open.spotify.com/track/0jChFzdDkm7Dlb6jZW7GnN
Taylor Swift - We Are Never Ever Getting Back Together,We Are Never Ever Getting Back Together,Taylor Swift,2012-09-01,801806915,https://open.spotify.com/track/0VwNdo84DaVYLIkbVO86ND
Jee Aayan Nu | Full Punjabi Movie | Harbhajan Mann | Priya Gill | Latest Punjabi Movies,Jee Ayeyaan Nu,Bai Amarjit,2012-07-24,28766676,https://open.spotify.com/track/3pN64g4bkEG8o7PnWA13M0
Dona Aranha - Galinha Pintadinha 3 - OFICIAL,Dona Aranha,Galinha Pintadinha,2012-07-18,1851710972,https://open.spotify.com/track/4IOmEdA4X06U8z1vc9DagY
PSY - GANGNAM STYLE(강남스타일) M/V,Gangnam Style (강남스타일),PSY,2012-07-15,5437075510,https://open.spotify.com/track/03UrZgTINDqvnUMbbIMhql
Yaara O Dildaara | Full Punjabi Movie | Harbhajan Mann | Tulip Joshi | Latest Punjabi Movies,Yaarane,Gee Lay,2012-05-22,16523964,https://open.spotify.com/track/7p803RRiEn0xbXS6IdWIqc
Nicki Minaj - Right By My Side (Official Music Video) ft. Chris Brown,Right By My Side,Nicki Minaj,2012-05-16,545227333,https://open.spotify.com/track/341X7aQ8sEOQqfoHHVq0vh
Justin Bieber - Boyfriend,Boyfriend,Justin Bieber,2012-05-03,901021788,https://open.spotify.com/track/3UGIZ8qcrMTwzLbx6Kttqt
Imagine Dragons - It's Time (Official Music Video),It's Time,Imagine Dragons,2012-04-18,593442426,https://open.spotify.com/track/7MXlTgQeo3IVlMpLnZuhxc
"Jai Dakshineshwar Kali Maa, HEMA MALINI I GULSHAN KUMAR, ANURADHA PAUDWAL, ADITYA PAUDWAL,ALOKNATH I",Kali Maa,Anuradha Paudwal,2012-04-04,43944607,https://open.spotify.com/track/5uiAjEgEYmQ53rgUSndUYM
サクラ大戦 2011 武道館ライブ2 DVD 帝都花組  檄!帝国華撃団,檄! 帝国華撃団,横山 智佐 (真宮寺 さくら),2012-03-12,11785347,https://open.spotify.com/track/7FZtJru0XzbzwUP5pO7Mh0
BIGBANG - FANTASTIC BABY M/V,FANTASTIC BABY,BIGBANG,2012-03-06,574512337,https://open.spotify.com/track/3PzAfPk6iA4ygy4u3OAqk5
[Official Music Video] Perfume「ナチュラルに恋して」,ナチュラルに恋して,Perfume,2012-02-28,18309305,https://open.spotify.com/track/2ZEA14B61B2AoVrMQzPiwd
"きゃりーぱみゅぱみゅ - つけまつける , Kyary Pamyu Pamyu - Tsukematsukeru",つけまつける,Kyary Pamyu Pamyu,2011-12-07,63409250,https://open.spotify.com/track/3ou1fnaevjh2rj6gSNLTim
【MV full】 フライングゲット （ダンシングバージョン） / AKB48 [公式],フライングゲット,AKB48,2011-10-27,103438577,https://open.spotify.com/track/75sVhuWjMLCtihbXY6TNKk
Taylor Swift - Sparks Fly,Sparks Fly,Taylor Swift,2011-08-11,101047065,https://open.spotify.com/track/46NGAvL695VnbcSeTmQWmM
"きゃりーぱみゅぱみゅ - PONPONPON , Kyary Pamyu Pamyu - PONPONPON",PONPONPON,Kyary Pamyu Pamyu,2011-07-16,204294579,https://open.spotify.com/track/1c6C2wg7PRbPBRRUaEvheC
真ゲッターロボ 世界最後の日 HEATS Full,HEATS (真ゲッターロボ 世界最後の日),Hironobu Kageyama,2011-07-10,21592143,https://open.spotify.com/track/3PmdLC4sc0VWVCZVumbMsE
鬼束ちひろ - 眩暈,眩暈,Chihiro Onitsuka,2011-06-08,21816677,https://open.spotify.com/track/5TK6ya23aqRwlWmk5zUmXA
湘南乃風 「純恋歌」MUSIC VIDEO（オリジナルver.),純恋歌,Shonan No Kaze,2011-05-30,59292324,https://open.spotify.com/track/1VJVtUutqKTLq0WlT2GkaX
三代目 J SOUL BROTHERS from EXILE TRIBE / LOVE SONG -フル ver.-,LOVE SONG,J SOUL BROTHERS III,2011-04-18,18805444,https://open.spotify.com/track/392qaFf3rmb4Q2jMEbNxSa
Taylor Swift - Back To December,Back To December,Taylor Swift,2011-02-01,347581228,https://open.spotify.com/track/5l6GqSxplqnZbLg0LTPQeG
ケツメイシ『バラード』,バラード,Ketsumeishi,2011-01-24,127615719,https://open.spotify.com/track/0UocKrxUBu1UCEfiieLe7L
BUMP OF CHICKEN「天体観測」,天体観測,BUMP OF CHICKEN,2010-12-11,135544113,https://open.spotify.com/track/3hRRYgBeunE3PTmnzATTS0
Every Little Thing / fragile,fragile,Every Little Thing,2010-12-07,20705969,https://open.spotify.com/track/0mRm9OJxlTf7XNd1uT6BR5
HY - 366日 (Official Music Video),366日,HY,2010-11-05,39653447,https://open.spotify.com/track/22aZD7yaGYfhgCYazL4nbc
【MV full】 ヘビーローテーション / AKB48 [公式],ヘビーローテーション,中塚武とvideobrother,2010-09-08,183598931,https://open.spotify.com/track/25JMtp9CPGBDQhx94Km8WO
Taylor Swift - Mine,Mine,Taylor Swift,2010-08-31,323749550,https://open.spotify.com/track/67Io3gxHwfbUreBf114c0u
EXILE / もっと強く （full ver. / オフィシャル動画）,もっと強く,EXILE,2010-08-31,31286965,https://open.spotify.com/track/7blWjQtE1026M6BeRrt1nH
GReeeeN - 愛唄,愛唄,GReeeeN,2010-07-28,75428749,https://open.spotify.com/track/7iXHLtPosbHvglVSJ4rxLq
ネバーエンディング・ストーリー  テーマ曲 The Neverending Story -  Limahl,THE NEVER ENDING STORY,Miu Sakamoto,2010-06-16,10222131,https://open.spotify.com/track/3UgnyJeTwc1tUIO7njwsf1
Lady Gaga - Telephone ft. Beyoncé (Official Music Video),Telephone,Lady Gaga,2010-03-16,482963862,https://open.spotify.com/track/0aZHYahO2gPP6hFx6uz9qr
